319,multipartiterank,police officer,vicious dog,officers,vote,man,fake faxes,marijuana,police,election,absentee ballot,phone call,murrieta police investigators,operation,new york,thursday,madrid,southern california neighborhood,jail,nearby home,regional court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,label,cops,25yearold,thursday,published broadcast rewritten,absentee,any challenge,copyright 2011 associated,purportedly,material,arrested,25000,agree,december,cultivation,veterinarian,escorial,unanswered,confirming,harold hopkinson,roaming,animal,march 15,counted,regional,attacking,house,operation,central,submitted,valdemoro,courthouse,supreme court judge,aggressive,reserved,marijuana,manlius,custody,single,race,baum,investigation,challenged,southern california,best friend,treated,murrieta,madrid,election,sernas,arganda,possession,discovered,rey courthouse,syracuse,justin shaun armstrong,broadcast rewritten,police,aggressive dog,spanish,murrieta calif,election,san lorenzo,new york,arnold ferguson,marc baum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,multipartiterank,barbour,presidential prospects,wife,cnn,horrified,husband,bid,marsha barbour,presidential run,hesitation,10-year commitment,final decision,productive lives,cnn affiliate wlox,biloxi,presidency,interview,last part,office,task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,label,hesitation,barbour's,commitment,regarding,overwhelming,bigger,decision,testing,part,revealed,good,family,marsha,horrified,wife,presidential prospects,governor,cnn,formal announcement,barbour's wife horrified,mississippi,admitted,productive,run,huge sacrifice,presumably,believes,republican nomination,interview,praying,biloxi,decide,intentions,state,husband,bid,strength,potential,waters,accompany,presidency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,multipartiterank,time warner cable,ipad app channel lineup,dozen channels,food network,ipad app,removal,good,available,company,main list,yesterday,promise,void,news stations,channels,networks,new ones,users,austin,cnn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,label,channel,fight,apple's,york,services,channels,diversions,sixteen,viacom,subscribers,tv,tomorrow,discovery,msnbc,austin,local channels,company using,making,weeks,including,ipad,users,yesterday's removal,warner,download,current,networks,cspan,watch,vowed,facing mounting,immediately,cooperation,warner cable,cable,promise,customers,immediate,stations,hallmark,24,announced,internet,300000 times,removing,morning,yesterday's,bloomberg,company,joining,mounting,weeks ago,entertainment,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,multipartiterank,calipari,year,players,impossible task season,high school,season,nba,freshmen brandon knight,next fall,team,best,kentucky coach,talent,terrence jones,program,way,nation,first final four game,game,short months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,label,said,college,335,calipari,feature,year,mcdonald's allamericans,volatile,flourished,matured,teams,lexington recruiting,locker room,next,70s,current,huskies,four,produced,get em to,virginia commonwealth,ordered memphis,proven,slowburning,upperclassmen,the program's,make,room,distractions,well,reach,talk,shooters,draft,school,state,calipari sticking,ucla,knowing,guys,nation's top,championed,uconn,oneanddone,knight,says,programs,underclassmen,hours,record,experienced,years,chase stigall,trying,big east's,greg oden,stay,dangerous,really,led,players,jones,love,accomplished,unapologetic,notre,bulldogs were,enter,emmert,season,program,talented,entourages,kevin durant,mike conley,sight,allows,anthony,nation's,students,knight and jones go,coach,hansbrough,play,shortterm,rules,oneanddones,things,time,recruit,school's,mistakes,guard,taking,butler,played,recruiting,individuals,game,needed,with oneanddone approach,wrinkles,charismatic,entered,type,rose,won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,multipartiterank,fat celebrity weddings,wedding,dress,lady diana spencer,bride,big,designer,years,standard wedding flowers,gay couples,diana,noel,time,prince charles,day,kate,britain,world,couples,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,label,2007,leaked,celebrity,married,longsleeved,asked,150 on 29,partying,big,20yearold,thandie,little,morning,victorian,amazing,communications,introduced,prince charles,20000,20 when,real design,clarence,showing,130,wedding,manner,sketches,simplicity,liberace,fitch,moment,pictures,chrysanthemums,bridal party,bridesmaids,reflects,unveiled,bruce oldfield,family,peacocks,william,britain,hollywood,eighties,rage,marilyn manson,american,richardson,brides magazine martha stewart,1981,uniformly,brought,absolute,1997,consummate,numbers,older,dresses,1994,oldfashioned,theatrical,abercrombie,fairy,announcement through,opulent,coincidence,changing,predictable,furnish,princess diana,imaginative,constantly,finally,wanted,money,westminster abbey,unpopular,groom left,passing,fairyprincess,elton,magazine,spencer,tradition,incredible formality,plastic,busy shoemakers,paparazzi,vogue,speculation,theatrical fairytale,cleavage,generation,traditional village,creative,recession,venue flowers cake bridesmaids cocktail,dupions,australian,marathons,realised,appointments,big cake flowers,sophisticated,las vegas,announcement,traditional,history,including,groom,drinking,egalitarian,sleeves,modelled,bespoke,valentine's day,played,newsreels,internet,remember,occasion,hotels,honeymoon,biting recession,style,trails,stamp,society,bridal,royal,mahogany boxes containing individual perfume bottles,manager,reason,operation,obvious,church,secretive,thinking,tightening,fashion,rubbish printed,jacket,american florists,minimalism,absolutely,striptease,extraordinary,kettle,thinks,reveal,individual,changed,obscure,detach,individualised assisted,dinner,new york,trunk,dress,visual impression,chicago,security,celebrity weddings,luxury,ecoawareness,relaxed sensibility,interior designer,designers,vodka seminaked,admirable,austerity,conscious,tropical island,figuring,spying,expensive,figure,fabrics,tailored,surprises,scratch,buckingham palace,designer,sheath dress,vulgar,chilled,picking,expense,instructions,nineties,toaster,progressed celebrity,coronation,pissed,decades,marry,rigours,eggs,initially,extravagance,table dcor,protocol,vintage dresses,infinite,honour especially,increasingly,elegant dress,reuters,anklelength,filled,crisps,midnight,watching,glossy magazines,bottles,industry,spending,continuous,choosy,conspicuous consumption,ceremony,bridezilla,organised,registry,locked,reaction,themed reception,computergenerated software,watched,straighter,steak,finishing university dating,saidhis,ostentatious,celebrations mimicking,britain's,photographers,extravagant,taffetas,spectacle,synagogue ceremonies,millennium,photographer,popular,dancing,blackjack tables,simple routine ceremony reception meal dancing,couple,tabloids,incredible,elegance,afoot,rubbish,incredibly
324,multipartiterank,calories washington,movie,food,tubs,popcorn,tubbies,labeling requirements,exempt,movie theaters,fda,chain restaurants,grocery stores,calories,drug administration,guilt trip,new calorie,butter,laden popcorn,bakeries,last year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,label,popcorn,convenience,washington,calories,moviegoing tubbies,drug administration,1000 calories,vending,butterladen,food,theaters,sell,popping,bakeries grocery,primary,guilt,coffee,airplanes bowling,fda,calorielabeling,businesses,restaurants,emporiums,number,emporiums exemptions,made,guidelines,giving,included,airplanes,requirements,administration,tubbies,instituting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,multipartiterank,dior,label,creative leader,arnault,large design team,people,reports women,fall collection,design studios,year,shareholders,galliano,jean paul gaultier,lvmh chief bernard arnault,revenues,wear daily,percent,interim,meeting,solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,label,runways,purchases,deadline,candidates,reflect,guessing game,absent,meantime,yesterday,decided,accustomed,suggestion,meeting,hitch,recently,well,announce,decision,respected,suggesting,wait,functioning smoothly,company,chest,received perfectly,large design,play,arnault,creative leader,creative,number,scheduled time,collection,magazines of course,right,taking,dior,successor,conviction,label,interim,executive,shareholders,shun,name,shareholders' meeting,people,like,soldier,solid,rest easy,explaining,buying,specific deadline,kept,design,replacement,readytowear designer,even gleeful,playing,god,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,multipartiterank,twitter,city,tax break,much companies,san francisco,company,largest public employee union,neighbourhood,option,payroll tax,employees,workers,businesses,ross mirkarimi,taxe incentives,supervisor john avalos,progressive politicians,part,stock options,income residents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,label,generation,shortfall,taxable,project,crime,conflict,urban rebirth,unique,write,handful,compensation,agree,consumer,deal,paying,economy,economic,economic,weigh,failure,city hall,workforce development without,office,twitter,reach,alternative measure,unusual,thousand square,public employee union,neighbourhood,package,california,shadow,exchange,drugs,stride,tax,month,delay,comment,revitalization,few hundred,union,money,progressive,tech,point,midmarket neighbourhood,proposal,improvement,examiner,international union local,neighbour,contract,paint,san francisco,one provision,office,rich,decade,energy,angelica cabande,sprawling,promised,companies,sidewalks,hottest,francisco's stately,moratorium,workforce,payroll,measure,transients,businesses,controversy,resisted,supervisors',geographic,emerged,happening,san francisco fracas,blighted,proposed,commercial,incentives,rebirth,struggling midmarket,additional,internet bubble,lawmaker,offering,progressive politicians,gaming,podcasting,proposed,mirkarimi,wealthiest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,multipartiterank,olympic site,car,explosives,woman,security guard,police,london,old man,third arrest,suspicion,old woman,safety,61-year,third person,scotland yard,substances,ongoing investigation,risk,40-year,counter terrorism command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,label,officially completed,61yearold,stopped,stadium,detained,are robust measures,training,explosives,site,olympic,kent,police,investigation,yesterday,class,scotland,late,substances,security,by a,questioning,486m,driver,terrorism,night,the counter terrorism command,scotland yard spokesman,olympic delivery authority,arrested for possession of class a drugs,london police station for questioning,suspicion of supplying explosives,pudding mill lane,arrested,olympic site support unit,a third person,questioned by police,olympic park,searches were carried out,40yearold woman,london's olympic stadium,woman employed by a private security alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,multipartiterank,senate,house members,government shutdown,house republicans,friday,plan,bill,democrats,members,deeper cuts,current spending,house,law,republicans,lawmakers,avert shutdown washington,something president obama,idea,congress,environmental regulations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,label,financing,senate,thursday,house mouse senate mouse,appropriations committees,john a boehner,american people,bill,house members,house republicans,washington,president obama,senate mice,spending,landover md,loggerheads friday,congress,shortterm spending,house,family planning,new york,members,representative anthony weiner democrat,61 billion,republicans,congressional,number,washington,president,conservative,conference,republican,measure,land,democrat,amendments,accept,avert shutdown,weekend,groups,problems,plan,politically,partisan,process,point,mouse,parties,majority,agreement,rollbacks,largely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,multipartiterank,east 57th street,fashion images,bonni benrubi gallery,paris,work,beautiful cars,delightful exhibition,color,fashion photographs,french elle,era,may,backdrop,girl,cannes,richard avedon,subject,cheap travel,jazz clubs,sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,label,feels,negatives restored,fashion,subject,oversharp,worked,interesting,beautiful,admit,young,new,publishing,captured,photographed,credit,work,lives,images,exhibition,great,color,sophistication,smith,capucine,irving,pays,years,street,bonni,raised,delightful,ms,scenes,look,dambier,curious,georges,paris,natural,dominate,gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,multipartiterank,tea party,negotiations,year,federal budget,firm,deep cuts,lawn,republicans,capitol,tea party yesterday,week,potential government shutdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,label,lawn near,yesterday rallied,deep cuts,stand firm,budget continue,buck up republicans,negotiations,aiming,one week,lawn,deep cuts there's one week,buck,capitol,tea party yesterday rallied,republicans,year's federal budget continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,multipartiterank,vallone,kelly,central lounge,50th birthday party,astoria,avid drummer,high school,others,way,thursday night,cop,sticks,rendition,nypd commissioner ray kelly,nypd comm,rolling stones,law enforcement issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,label,council public,vallone's 50th birthday,kelly,beat cop,accompanied,rendition,drummer,enforcement,nypd,generally,central lounge,committee chairman,way back,sticks,commissioner,musically thursday,high school picked,same page,vallone,birthday party,where on,safety committee chairman peter vallone,enforcement issues,council,the sticks and,school picked,astoria kelly,who generally agree on,night,vallone's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,multipartiterank,butler,cinderella,michael litos,vcu cinderellas,litos,final four berths,ncaa tournament,simple enough metaphor,college basketball,story,team,year,vcu,basketball games,media,gonzaga,duke,ken pomeroy,stepsisters,success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,label,suffocating defense,vcu rams,lightsout 3point shooting,college basketball,ncaa,team,litos,vcu cinderellas,butler and virginia commonwealth,cinderella,college,winner,powerhouses,story,media evil,regular season,breath,enough metaphor,purdue,meet,worthless,magic,vasectomy,commoner,tournament,precipice,eve,give,prince,difficult,ninthcentury,midmajor,success hinges,consider,later,consultant,hour,guess,after final four,half,stellar performances,replace mice,monitor,script,example,minuscule basketball,hope,disparate,stepmom,after consecutive,population,argue,team shake,percentage,game,consummate underdog,michael,resume,see,royal,tourney,success,assessment,reason,pomeroy,determine,woefully unhelpful,basketball squad,commonwealth,confluence,people,supplant,complete tourney coverage before,information,million,relieve,pretty bad,television,sportswriter,talent,showdown,stranger,chicken,perennial,money,every tournament,bracket challenge,underdog,hard time,phone,count,chat,love,mice,useful,head,cycle,collective,least until,enter,winning,season,media,paper,better defense,pool,offense,major,playbyplay data,play,metaphor,team color,formula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,multipartiterank,christie,downrowner president,corzine,shellnation,country,spending,president,united states mastermix,help everyone,weight,governor,budget,obama,jersey journal opinion pages,millionaires,somebody,republicans,caps,point,jehu christie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,label,shape,spending,support,united states,budget,commenting,defend,control,subject,job,kind,guess,comments,reelected,opinion,lowlife bully,millionaire,preferred,kidding,weight,president,shellnation,person,chance,took,pointed,internet,problem,people,hard,christie,country,corzine,united,election,lowlife,christie,gave,millionaires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,multipartiterank,judge,swaziland,death,serial killer,david simelane,last,media,state tv,mbabane,simelane,friday,southern african kingdom,judge jacobus annandale,executions,rare,children,women,people,last month,case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,label,serial killer,rare,media,swaziland,executions,children,hanging,sentenced,sentenced to death,women,arrested,african kingdom,david simelane,carried,deaths,annandale,state tv,death,convicted,say,killer,calmly,been sentenced,southern,kingdom,mbabane,judge,simelane,serial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,multipartiterank,aston villa,everton,goal,ball,half,leighton baines,brad friedel,valiant efforts,game,darren bent,sides,toffees,friedel,villa,corner,second,able,jermaine beckford,midfielder leon osman,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,label,baines,firsthalf,coleman,facebook,david moyes,goodison,everton,defenders,challenge,jagielka,richard dunne,display showcasing,downing,leaving,friedel,howard,appeared,dutchman,osman,tremendous,immediate,kyle,controversially,gerard houlliers,stopper,putting,beckford,goal,smacked,combination,darren,england international,makoun,moyes,clinical fashion,diniyar bilyaletdinov,mix,suspended,keeper,counterattacking,villa,determination,footwork,cahill,midfielder,safety,succession,causing,repaying,passed,corners,winner,manage,spot,powering,endtoend battle,rushing,cleared,surprise,unchallenged,angled,stood,relegation,lead,abroad,surgery,striking,liverpool,brighter,unmarked,saved,effort,equalizing,efforts,saves,day,collect,intentions,disallowed,spectators,blushes,toffees,brace,drifted,experience,deadlock,glad,hopes,controversially disallowed,threaten,enabling,ensuring,inspiring,accurate,stepped,injury,settle,allowed,prowess,managers,dedicated,regained,penalty,scoring,madness,defensive,punishing,ruled,facing,pushed,started,shotstopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,multipartiterank,latest showdown democrats,friday,republicans,april,rest,federal government,fiscal year,agreement,budget cuts head,host scott simon,federal stopgap funding measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
